,Poly,Kernel,SCALER,Model,MCC,NDR,AUC_N,ACC,TPR Macro,FPR,PPV Macro,F1 Macro,AUC,CLS Report,CFS Matrix,Training time,Test time
0,-1,None,QuantileTransformer,SUOD,0.5167817586158854,-1,-1,89.82901086523803,91.84073795076961,10.170989134761966,65.95713885067931,71.20426583785301,0.918407379507696,"{'Normal': {'precision': 0.9965331256997687, 'recall': 0.8960553145169945, 'f1-score': 0.9436270288887932, 'support': 195681.0}, 'Malicious': {'precision': 0.3226096513138176, 'recall': 0.9407594444983975, 'f1-score': 0.48045828786826705, 'support': 10297.0}, 'accuracy': 0.8982901086523803, 'macro avg': {'precision': 0.6595713885067931, 'recall': 0.918407379507696, 'f1-score': 0.7120426583785302, 'support': 205978.0}, 'weighted avg': {'precision': 0.9628431684434009, 'recall': 0.8982901086523803, 'f1-score': 0.9204728642387414, 'support': 205978.0}}","[[175341  20340]
 [   610   9687]]",3696.3696739673615,33.16363215446472
1,-1,None,StandardScaler,SUOD,0.4237500219284721,-1,-1,89.00756391459282,83.44994262986438,10.99243608540718,63.4203579264187,67.60564495591329,0.8344994262986438,"{'Normal': {'precision': 0.9868331467091307, 'recall': 0.8962495081280247, 'f1-score': 0.9393626138189609, 'support': 195681.0}, 'Malicious': {'precision': 0.2815740118192434, 'recall': 0.7727493444692629, 'f1-score': 0.4127502852993049, 'support': 10297.0}, 'accuracy': 0.8900756391459282, 'macro avg': {'precision': 0.634203579264187, 'recall': 0.8344994262986438, 'f1-score': 0.6760564495591329, 'support': 205978.0}, 'weighted avg': {'precision': 0.9515766954766633, 'recall': 0.8900756391459282, 'f1-score': 0.9130368550157544, 'support': 205978.0}}","[[175379  20302]
 [  2340   7957]]",2794.0339460372925,36.78017234802246
2,-1,None,MinMaxScaler,SUOD,0.4236641593253804,-1,-1,89.00319451591918,83.44764296868112,10.996805484080824,63.41584219140262,67.59955048380881,0.8344764296868113,"{'Normal': {'precision': 0.9868324798829554, 'recall': 0.8962035149043597, 'f1-score': 0.9393370488308502, 'support': 195681.0}, 'Malicious': {'precision': 0.2814843639450969, 'recall': 0.7727493444692629, 'f1-score': 0.4126539608453261, 'support': 10297.0}, 'accuracy': 0.8900319451591917, 'macro avg': {'precision': 0.6341584219140262, 'recall': 0.8344764296868112, 'f1-score': 0.6759955048380881, 'support': 205978.0}, 'weighted avg': {'precision': 0.9515715804188761, 'recall': 0.8900319451591917, 'f1-score': 0.9130077527070557, 'support': 205978.0}}","[[175370  20311]
 [  2340   7957]]",2873.63032746315,36.20776128768921
3,-1,None,Normalizer,SUOD,0.21240297821564594,-1,-1,87.35593121595511,65.72989880398447,12.644068784044899,57.17026627397124,58.947791964244665,0.6572989880398447,"{'Normal': {'precision': 0.9669516579224082, 'recall': 0.897583311614311, 'f1-score': 0.9309770913061454, 'support': 195681.0}, 'Malicious': {'precision': 0.17645366755701664, 'recall': 0.41701466446537827, 'f1-score': 0.24797874797874797, 'support': 10297.0}, 'accuracy': 0.8735593121595511, 'macro avg': {'precision': 0.5717026627397124, 'recall': 0.6572989880398447, 'f1-score': 0.5894779196424467, 'support': 205978.0}, 'weighted avg': {'precision': 0.9274340501837544, 'recall': 0.8735593121595511, 'f1-score': 0.8968334743118925, 'support': 205978.0}}","[[175640  20041]
 [  6003   4294]]",3426.050402879715,39.478912115097046
