dataset,model,kernel,scaler,poly,seed,n_train,n_test,n_classes,MCC,ACC,TPR_macro,TPR_weighted,FPR,PPV_macro,PPV_weighted,F1_macro,F1_weighted,AUROC_OvR_macro,AUROC_OvR_weighted,AUROC_OvO_macro,AUROC_binary,t_preprocess_s,t_fit_s,t_predict_s,peak_rss_mb,status
5G_NIDD,HHH,None,StandardScaler,-1,46,6880,1800,9,0.09731492514003094,83.8,17.099999999999998,19.0,9.0,19.887636130270735,22.097373478078598,16.78484961797982,18.64983290886646,79.58605902777778,79.5860590277778,79.58605902777776,87.5934375,0.16022801399230957,1.9043190479278564,0.00022292137145996094,1342.015625,ok
5G_NIDD,HHH,abel,MinMaxScaler,-1,42,6880,1800,9,0.9565576299097202,99.22222222222223,86.5,96.11111111111111,0.43209876543209874,86.76886058100456,96.40984509000505,86.52719967093162,96.14133296770183,99.0564236111111,99.05642361111111,99.05642361111113,98.2425,0.06514501571655273,1.9526240825653076,0.4439983367919922,2093.921875,ok
5G_NIDD,HHH,abel,MinMaxScaler,-1,43,6880,1800,9,0.9566722824150847,99.22222222222223,86.49999999999999,96.11111111111111,0.43209876543209874,86.77549676236896,96.41721862485441,86.48563860960753,96.09515401067506,99.05621527777778,99.05621527777778,99.05621527777778,99.07640625,0.6720809936523438,16.51854419708252,0.505108118057251,2093.921875,ok
5G_NIDD,HHH,abel,MinMaxScaler,-1,44,6880,1800,9,0.9609156807099223,99.3,86.85000000000001,96.5,0.3888888888888889,87.08356412056375,96.75951568951527,86.86666562945383,96.51851736605981,99.31340277777778,99.31340277777777,99.31340277777774,99.41499999999999,0.06084394454956055,16.42756223678589,0.438352108001709,2268.609375,ok
5G_NIDD,HHH,abel,MinMaxScaler,-1,45,6880,1800,9,0.9603972464339194,99.20987654320987,96.44444444444444,96.44444444444444,0.4444444444444444,96.69482078240976,96.69482078240975,96.41133081277131,96.41133081277131,99.10576388888889,99.10576388888889,99.10576388888892,99.071875,0.06127309799194336,7.978473901748657,0.5523858070373535,2093.921875,ok
5G_NIDD,HHH,abel,MinMaxScaler,-1,46,6880,1800,9,0.9608802993376129,99.3,86.84999999999998,96.5,0.3888888888888889,87.03501779804483,96.70557533116092,86.85240251305979,96.50266945895531,99.17277777777778,99.17277777777778,99.17277777777778,98.93468750000001,0.0731971263885498,8.427792072296143,0.4174840450286865,2268.609375,ok
5G_NIDD,HHH,abel,QuantileTransformer,-1,42,6880,1800,9,0.9607911511696186,99.22222222222223,96.49999999999999,96.5,0.43750000000000006,96.62891797955717,96.62891797955717,96.49938593805985,96.49938593805986,98.98420138888889,98.98420138888889,98.98420138888888,99.3209375,0.5193789005279541,17.33428192138672,0.4142181873321533,2268.609375,ok
5G_NIDD,HHH,abel,QuantileTransformer,-1,43,6880,1800,9,0.959007268427411,99.26666666666667,86.7,96.33333333333334,0.4074074074074074,86.91490374706036,96.57211527451152,86.71900461666023,96.35444957406693,99.14322916666666,99.14322916666667,99.14322916666666,99.62390625,0.2568800449371338,16.971724033355713,0.5158278942108154,2093.921875,ok
5G_NIDD,HHH,abel,QuantileTransformer,-1,44,6880,1800,9,0.9614209344727658,99.23456790123457,96.55555555555557,96.55555555555554,0.4305555555555556,96.69604335898785,96.69604335898786,96.56022082674747,96.56022082674748,99.26531250000001,99.26531250000001,99.2653125,99.485,0.11147189140319824,18.74859881401062,0.3906738758087158,2093.921875,ok
5G_NIDD,HHH,abel,QuantileTransformer,-1,45,6880,1800,9,0.9651532287432909,99.37777777777778,87.20000000000002,96.88888888888889,0.34567901234567905,87.32996984609021,97.0332998289891,87.21133636252931,96.90148484725479,99.24732638888891,99.2473263888889,99.24732638888891,99.9478125,0.11578106880187988,18.53165316581726,0.38189697265625,2268.609375,ok
5G_NIDD,HHH,abel,QuantileTransformer,-1,46,6880,1800,9,0.962701490683938,99.33333333333333,86.99999999999999,96.66666666666667,0.3703703703703704,87.18553518535407,96.87281687261563,87.02464752571197,96.69405280634663,99.06399305555556,99.06399305555556,99.06399305555556,99.94031249999999,0.1117091178894043,2.1785969734191895,0.3961977958679199,2093.921875,ok
5G_NIDD,HHH,abel,StandardScaler,-1,42,6880,1800,9,0.9627132913636712,99.25925925925925,96.66666666666666,96.66666666666667,0.4166666666666667,96.80931741338452,96.8093174133845,96.6541254481704,96.65412544817042,99.2396875,99.2396875,99.23968750000002,99.09812500000001,0.061014652252197266,5.8829429149627686,0.43634510040283203,2093.921875,ok
5G_NIDD,HHH,abel,StandardScaler,-1,43,6880,1800,9,0.9670646634270981,99.41111111111111,87.35000000000002,97.05555555555556,0.3271604938271605,87.50803575347057,97.23115083718953,87.3615797734324,97.06842197048044,99.31024305555556,99.31024305555555,99.31024305555556,99.46828125,0.223222017288208,6.722631931304932,0.5254058837890625,2268.609375,ok
5G_NIDD,HHH,abel,StandardScaler,-1,44,6880,1800,9,0.9682369588713661,99.37037037037038,97.16666666666669,97.16666666666667,0.35416666666666663,97.22731176874456,97.22731176874456,97.15281505376619,97.15281505376618,99.35635416666666,99.35635416666668,99.35635416666666,99.7190625,0.06603717803955078,7.069267272949219,0.42526912689208984,2093.921875,ok
5G_NIDD,HHH,abel,StandardScaler,-1,45,6880,1800,9,0.9744884327623488,99.54444444444445,87.94999999999999,97.72222222222223,0.25308641975308643,88.04047934286888,97.82275482540986,87.95433122028811,97.72703468920902,99.37652777777777,99.37652777777777,99.37652777777777,99.31125,0.33134913444519043,2.274764060974121,0.5843000411987305,2268.609375,ok
5G_NIDD,HHH,abel,StandardScaler,-1,46,6880,1800,9,0.9670167051915198,99.34567901234568,97.05555555555556,97.05555555555556,0.3680555555555555,97.13236488549448,97.13236488549448,97.0377124513664,97.03771245136643,99.19937500000002,99.19937499999999,99.19937499999999,99.164375,0.06429791450500488,2.777996063232422,0.4362156391143799,2093.921875,ok
5G_NIDD,HHH,laplacian,MinMaxScaler,-1,42,6880,1800,9,0.9559366344664714,99.21111111111112,86.44999999999999,96.05555555555556,0.4382716049382716,86.75620880758427,96.39578756398251,86.49267480966539,96.10297201073934,99.40034722222222,99.40034722222222,99.40034722222222,99.03609374999999,0.06174111366271973,8.602638244628906,0.40655517578125,2093.921875,ok
5G_NIDD,HHH,laplacian,MinMaxScaler,-1,43,6880,1800,9,0.9536699305453431,99.16666666666667,86.25,95.83333333333334,0.4629629629629629,86.7281104695541,96.36456718839345,86.29347783431601,95.88164203812889,99.39114583333334,99.39114583333334,99.39114583333334,99.4896875,0.4595620632171631,7.7384302616119385,0.5443947315216064,2268.609375,ok
5G_NIDD,HHH,laplacian,MinMaxScaler,-1,44,6880,1800,9,0.9534818127474588,99.16666666666667,86.25,95.83333333333334,0.4629629629629629,86.87061474610755,96.52290527345282,86.4455749139089,96.05063879323211,99.56684027777779,99.56684027777779,99.56684027777779,99.3359375,0.06201601028442383,8.048488140106201,0.38953304290771484,2093.921875,ok
5G_NIDD,HHH,laplacian,MinMaxScaler,-1,45,6880,1800,9,0.952318151048823,99.14444444444445,86.15,95.72222222222221,0.47530864197530864,86.75722621877465,96.39691802086074,86.29924375827514,95.88804862030572,99.44597222222222,99.44597222222224,99.44597222222222,98.9621875,0.2287120819091797,15.781824111938477,0.47855520248413086,2268.609375,ok
5G_NIDD,HHH,laplacian,MinMaxScaler,-1,46,6880,1800,9,0.954090060689651,99.17777777777778,86.29999999999998,95.88888888888889,0.45679012345679015,86.61807046195821,96.24230051328693,86.33854604496308,95.93171782773678,99.25177083333332,99.25177083333332,99.25177083333332,98.7009375,0.06180572509765625,15.761081218719482,0.38132381439208984,2093.921875,ok
5G_NIDD,HHH,laplacian,QuantileTransformer,-1,42,6880,1800,9,0.9620513027226112,99.32222222222222,86.95,96.61111111111111,0.3765432098765432,87.1516699337367,96.835188815263,86.98807026402262,96.65341140446958,99.02131944444444,99.02131944444444,99.02131944444444,99.45875,0.1134033203125,1.9206037521362305,0.6181108951568604,2268.609375,ok
5G_NIDD,HHH,laplacian,QuantileTransformer,-1,43,6880,1800,9,0.9732662690374407,99.46913580246914,97.61111111111111,97.61111111111111,0.2986111111111111,97.706945832816,97.70694583281602,97.60272012978633,97.60272012978632,99.28677083333332,99.28677083333332,99.28677083333332,99.8184375,0.5236752033233643,7.990348815917969,0.5118210315704346,2268.609375,ok
5G_NIDD,HHH,laplacian,QuantileTransformer,-1,44,6880,1800,9,0.9645459280526999,99.36666666666667,87.14999999999999,96.83333333333334,0.35185185185185186,87.29397143056815,96.99330158952016,87.16091412753902,96.84546014171002,99.35590277777777,99.35590277777779,99.35590277777777,99.9234375,0.11560392379760742,8.422184228897095,0.3867959976196289,2093.921875,ok
