dataset,model,seed,n_train,n_test,n_classes,MCC,ACC,TPR_macro,TPR_weighted,FPR,PPV_macro,PPV_weighted,F1_macro,F1_weighted,AUROC_OvR_macro,AUROC_OvR_weighted,AUROC_OvO_macro,AUROC_binary,t_preprocess_s,t_fit_s,t_predict_s,peak_rss_mb,status
5G_NIDD,NuSVC,42,6880,1800,9,0.9443295633819168,98.88888888888889,94.99999999999999,95.0,0.625,95.46881470145172,95.46881470145172,95.01164040066288,95.01164040066288,,,,,0.16323304176330566,0.6710059642791748,0.26615095138549805,4692.4375,ok
5G_NIDD,NuSVC,43,6880,1800,9,0.9498949459251151,99.0,95.5,95.5,0.5625,95.90425876799677,95.90425876799675,95.50126844686982,95.5012684468698,,,,,0.11840486526489258,0.6626920700073242,0.27129077911376953,4692.4375,ok
5G_NIDD,NuSVC,44,6880,1800,9,0.9376991047520268,98.75308641975309,94.38888888888887,94.38888888888889,0.7013888888888888,95.0368858054467,95.03688580544669,94.4014091676196,94.40140916761958,,,,,0.11881184577941895,0.6703741550445557,0.27101683616638184,4692.4375,ok
5G_NIDD,NuSVC,45,6880,1800,9,0.9346568623835557,98.69135802469135,94.1111111111111,94.11111111111111,0.736111111111111,94.82649128444636,94.82649128444636,94.12272894391995,94.12272894391997,,,,,0.11676692962646484,0.6611330509185791,0.2801780700683594,4692.4375,ok
5G_NIDD,NuSVC,46,6880,1800,9,0.9437858815065966,98.87654320987654,94.94444444444444,94.94444444444444,0.6319444444444444,95.46272109788389,95.46272109788387,94.95293660958914,94.95293660958913,,,,,0.11495018005371094,0.6546759605407715,0.26386380195617676,4692.4375,ok
5G_NIDD,RNC,42,6880,1800,9,0.8670061219077482,97.19753086419753,87.38888888888889,87.3888888888889,1.576388888888889,93.30728221279634,93.30728221279634,87.89126259426368,87.89126259426368,92.9457986111111,92.9457986111111,92.9457986111111,90.22765624999998,0.12869811058044434,0.0005078315734863281,0.030183076858520508,4692.4375,ok
5G_NIDD,RNC,43,6880,1800,9,0.8859858738770838,97.60493827160494,89.22222222222221,89.22222222222223,1.3472222222222223,94.0415946427279,94.04159464272789,89.575652733621,89.57565273362097,93.78876736111111,93.78876736111111,93.78876736111111,91.3353125,0.12738418579101562,0.0006260871887207031,0.02754497528076172,4692.4375,ok
5G_NIDD,RNC,44,6880,1800,9,0.8788625484175696,97.4567901234568,88.55555555555556,88.55555555555556,1.4305555555555556,93.69249911233601,93.692499112336,89.01394927373474,89.01394927373475,93.56100694444443,93.56100694444444,93.56100694444443,91.27187500000001,0.13373994827270508,0.0004971027374267578,0.026433944702148438,4692.4375,ok
5G_NIDD,RNC,45,6880,1800,9,0.8789354521491411,97.46913580246913,88.61111111111111,88.61111111111111,1.4236111111111112,93.28481490837812,93.28481490837811,88.92546839136499,88.92546839136499,93.78932291666666,93.78932291666666,93.78932291666666,91.61718749999999,0.12978291511535645,0.0005331039428710938,0.03057098388671875,4692.4375,ok
5G_NIDD,RNC,46,6880,1800,9,0.8695417449547382,97.27160493827161,87.72222222222223,87.72222222222223,1.5347222222222223,92.97255291264567,92.97255291264565,88.16013042903043,88.16013042903043,93.28815972222222,93.28815972222222,93.28815972222222,90.56484375,0.1326909065246582,0.0004627704620361328,0.026847362518310547,4692.4375,ok
5G_NIDD,SAINT,42,6880,1800,9,0.9881424985116806,99.76543209876543,98.94444444444443,98.94444444444444,0.13194444444444445,98.95660271941318,98.95660271941318,98.94349210468269,98.9434921046827,99.90802083333334,99.90802083333334,99.90802083333334,99.989375,0.1078948974609375,201.9261510372162,0.6377601623535156,2105.625,ok
5G_NIDD,SAINT,43,6880,1800,9,0.9857030379129578,99.71604938271605,98.72222222222223,98.72222222222223,0.15972222222222224,98.78178775347989,98.7817877534799,98.72119967753288,98.7211996775329,99.95597222222223,99.95597222222223,99.95597222222223,99.96125,0.11308622360229492,201.12622690200806,0.6309380531311035,2105.625,ok
5G_NIDD,SAINT,44,6880,1800,9,0.9862849315432493,99.72839506172839,98.77777777777779,98.77777777777777,0.1527777777777778,98.80880906032792,98.8088090603279,98.77956637339297,98.77956637339297,99.98118055555555,99.98118055555555,99.98118055555555,99.9934375,0.10766482353210449,201.63024592399597,0.6373341083526611,2105.625,ok
5G_NIDD,SAINT,45,6880,1800,9,0.9925141296420052,99.85185185185185,99.33333333333333,99.33333333333333,0.08333333333333334,99.3466052353956,99.3466052353956,99.33438272604424,99.33438272604425,99.98611111111111,99.98611111111111,99.98611111111111,99.9628125,0.10602331161499023,201.26876211166382,0.6393601894378662,2105.625,ok
5G_NIDD,SAINT,46,6880,1800,9,0.9893877109654375,99.79012345679013,99.05555555555554,99.05555555555556,0.11805555555555555,99.06772734760682,99.06772734760682,99.05660772611368,99.0566077261137,99.89680555555555,99.89680555555556,99.89680555555557,99.89687500000001,0.10426902770996094,201.47577595710754,0.6291441917419434,2105.625,ok
5G_NIDD,SGD,42,6880,1800,9,0.9521652458634797,99.03703703703704,95.66666666666667,95.66666666666667,0.5416666666666667,96.20431211029445,96.20431211029447,95.5964716717867,95.5964716717867,,,,,0.12190485000610352,0.049961090087890625,0.00024008750915527344,4692.4375,ok
5G_NIDD,SGD,43,6880,1800,9,0.971528004732722,99.4320987654321,97.44444444444444,97.44444444444444,0.3194444444444445,97.67627391988812,97.67627391988809,97.4534865555883,97.45348655558828,,,,,0.1248619556427002,0.04900193214416504,0.00029397010803222656,4692.4375,ok
5G_NIDD,SGD,44,6880,1800,9,0.9708475113870447,99.41975308641975,97.38888888888889,97.38888888888889,0.3263888888888889,97.52107728557004,97.52107728557004,97.36860820765182,97.3686082076518,,,,,0.12474298477172852,0.05578494071960449,0.0003180503845214844,4692.4375,ok
5G_NIDD,SGD,45,6880,1800,9,0.9623680057268492,99.24691358024691,96.61111111111111,96.61111111111111,0.42361111111111116,96.93469784189908,96.93469784189908,96.58745090820447,96.58745090820447,,,,,0.12483096122741699,0.05147504806518555,0.00038814544677734375,4692.4375,ok
5G_NIDD,SGD,46,6880,1800,9,0.9787958821323627,99.58024691358025,98.11111111111111,98.11111111111111,0.2361111111111111,98.15130109364172,98.15130109364173,98.11320351623127,98.11320351623127,,,,,0.1321418285369873,0.0564572811126709,0.00022983551025390625,4692.4375,ok
5G_NIDD,TabNet,42,6880,1800,9,0.9831683559494336,99.66666666666667,98.5,98.5,0.1875,98.54505634117614,98.54505634117614,98.50582127540774,98.50582127540774,99.65647569444445,99.65647569444444,99.65647569444445,99.633125,0.11818075180053711,26.15012502670288,0.07256913185119629,4692.4375,ok
5G_NIDD,TabNet,43,6880,1800,9,0.986287671429106,99.72839506172839,98.77777777777779,98.77777777777777,0.1527777777777778,98.81820461066191,98.8182046106619,98.78358715230931,98.78358715230932,99.93708333333333,99.93708333333332,99.93708333333332,99.94234374999999,0.11482763290405273,26.3240909576416,0.06974196434020996,4692.4375,ok
5G_NIDD,TabNet,44,6880,1800,9,0.9752763674617194,99.50617283950616,97.77777777777779,97.77777777777777,0.2777777777777778,98.01191680409454,98.01191680409453,97.79170345015574,97.79170345015571,99.9493576388889,99.9493576388889,99.9493576388889,99.9096875,0.11426305770874023,26.612905979156494,0.07752299308776855,4692.4375,ok
5G_NIDD,TabNet,45,6880,1800,9,0.9875243455183362,99.75308641975309,98.88888888888887,98.88888888888889,0.1388888888888889,98.90915911660545,98.90915911660545,98.88938932052989,98.88938932052989,99.94078125,99.94078125,99.94078125,99.94109375000001,0.11625099182128906,26.640113830566406,0.06933903694152832,4692.4375,ok
5G_NIDD,TabNet,46,6880,1800,9,0.9739322911934124,99.48148148148148,97.66666666666666,97.66666666666667,0.2916666666666667,97.83055490075992,97.83055490075992,97.67898409088782,97.67898409088781,99.82250000000002,99.8225,99.82250000000002,99.8915625,0.12299299240112305,26.849190950393677,0.07127189636230469,4692.4375,ok
BoT_IoT,FTTransformer,42,7729,2024,6,1.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.08814787864685059,39.39907193183899,0.1811048984527588,883.890625,ok
BoT_IoT,FTTransformer,43,7729,2024,6,1.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.08813595771789551,39.80053400993347,0.18031620979309082,888.203125,ok
BoT_IoT,FTTransformer,44,7729,2024,6,0.9993990611333203,99.98353096179183,99.95833333333334,99.95059288537549,0.009881422924901186,99.95843724023275,99.95071609513765,99.95833326822905,99.95059280817675,100.0,100.0,100.0,100.0,0.0873250961303711,39.87457323074341,0.18066978454589844,889.265625,ok
BoT_IoT,FTTransformer,45,7729,2024,6,1.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.08694720268249512,39.84089708328247,0.179854154586792,890.0625,ok
BoT_IoT,FTTransformer,46,7729,2024,6,1.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.08710193634033203,39.947043895721436,0.17616772651672363,890.0625,ok
BoT_IoT,GauNB,42,7729,2024,6,0.9795761924253489,99.44005270092227,98.35416666666667,98.3201581027668,0.3359683794466403,98.59927027334265,98.33905566009011,98.46935950773612,98.32303749897814,99.64145884646962,99.71072195233552,99.6417150297619,100.0,0.0918891429901123,0.0010192394256591797,0.001094818115234375,371.21875,ok
BoT_IoT,GauNB,43,7729,2024,6,0.9748148388067738,99.30830039525692,98.21726190476191,97.92490118577075,0.41501976284584985,98.27004373084533,97.94866845554782,98.23139929541684,97.9222983748963,99.83311525041051,99.821522883039,99.84110044642857,100.0,0.09248685836791992,0.0010309219360351562,0.0010271072387695312,371.328125,ok
BoT_IoT,GauNB,44,7729,2024,6,0.9885818068322529,99.6870882740448,99.20833333333333,99.06126482213439,0.18774703557312253,99.2123702324008,99.0660516589733,99.20941750668678,99.0625504031859,99.98930110837438,99.98731356724235,99.9913125,100.0,0.09168100357055664,0.0010418891906738281,0.001049041748046875,371.40625,ok
BoT_IoT,GauNB,45,7729,2024,6,0.9861754476540385,99.62121212121212,98.91071428571428,98.86363636363636,0.22727272727272727,99.04763212427191,98.8707100287809,98.97707408750526,98.86538358130989,99.84451970443348,99.87386582682684,99.83855133928573,100.0,0.09119105339050293,0.0011029243469238281,0.0010788440704345703,371.46875,ok
BoT_IoT,GauNB,46,7729,2024,6,0.9766303880580194,99.35770750988142,98.14583333333333,98.07312252964427,0.38537549407114624,98.40576131002801,98.10959839133756,98.25744166041545,98.07175151401292,99.66209975369459,99.73519733639674,99.66090476190476,100.0,0.09345316886901855,0.001046895980834961,0.0011000633239746094,371.484375,ok
BoT_IoT,KNFST,42,7729,2024,6,0.9885923232746054,99.6870882740448,98.89583333333333,99.06126482213439,0.18774703557312253,99.17703732894257,99.07381032708746,99.02993988551741,99.06205372749824,99.85438317417106,99.8273860015481,99.88097172619047,99.99945175438596,0.11119699478149414,173.9797387123108,0.20678210258483887,8958.453125,ok
BoT_IoT,KNFST,43,7729,2024,6,0.9897903218003339,99.72002635046113,99.0625,99.1600790513834,0.16798418972332016,99.21541989693594,99.16750373252295,99.13337585834809,99.15956997379577,99.80257081280789,99.76589424443623,99.83904761904763,100.0,0.11888003349304199,176.90129709243774,0.24898362159729004,9283.1875,ok
BoT_IoT,KNFST,44,7729,2024,6,0.9963964333349109,99.90118577075098,99.75,99.70355731225297,0.05928853754940712,99.75103442799123,99.70478390670897,99.74984074806356,99.70336847596468,99.94819889162562,99.93857576082088,99.9579375,100.0,0.12212204933166504,200.86412405967712,0.25869297981262207,9283.1875,ok
BoT_IoT,KNFST,45,7729,2024,6,0.9927957802746316,99.80237154150198,99.3690476190476,99.40711462450594,0.11857707509881424,99.50576539135395,99.41395105694146,99.43436603605814,99.40762699856627,99.8874948686371,99.8665947058938,99.90864583333334,100.0,0.1328127384185791,202.95991396903992,0.26309919357299805,9283.1875,ok
BoT_IoT,KNFST,46,7729,2024,6,0.9879851297826588,99.67061923583663,98.90476190476191,99.01185770750988,0.1976284584980237,99.13077152167064,99.0184556025552,99.01146393004953,99.01056756118558,99.94665948275863,99.9367503748126,99.95632738095239,100.0,0.11874675750732422,202.87335777282715,0.22191786766052246,9283.1875,ok
BoT_IoT,KNN,42,7729,2024,6,0.9939939062143491,99.83530961791831,99.58333333333334,99.50592885375494,0.09881422924901186,99.54383786707736,99.50825759315605,99.56246713811349,99.50582828221,99.74072888759254,99.69529970895448,99.74981249999999,99.97231359649122,0.1071159839630127,0.00038886070251464844,0.026556015014648438,324.265625,ok
BoT_IoT,KNN,43,7729,2024,6,0.9903979186919782,99.7364953886693,99.30059523809524,99.2094861660079,0.15810276679841898,99.21605609453786,99.21645312715114,99.25465632552734,99.20920561153414,99.64766239413188,99.6097444805451,99.65526339285715,99.91776315789474,0.10272789001464844,0.00030994415283203125,0.030593156814575195,328.0,ok
BoT_IoT,KNN,44,7729,2024,6,0.9933891619295653,99.81884057971014,99.54166666666667,99.45652173913044,0.10869565217391304,99.50061667032504,99.45700716222446,99.52064859604471,99.45624107817589,99.80698378489326,99.77112701766,99.81188839285716,100.0,0.09217309951782227,0.00031304359436035156,0.014728069305419922,333.03125,ok
BoT_IoT,KNN,45,7729,2024,6,0.9933994379894779,99.81884057971014,99.50892857142858,99.45652173913044,0.10869565217391304,99.50593874395915,99.4633179214744,99.50503640418239,99.45718195827477,99.75971110426931,99.73448239354349,99.76313020833332,100.0,0.09211182594299316,0.0003349781036376953,0.015175104141235352,333.421875,ok
BoT_IoT,KNN,46,7729,2024,6,0.9921906577117476,99.78590250329381,99.39285714285715,99.35770750988142,0.12845849802371542,99.42005183168064,99.36147573300184,99.40491210292906,99.35799808575425,99.70339259607351,99.67041027717514,99.70918973214286,99.97258771929825,0.0914297103881836,0.00033211708068847656,0.015993833541870117,333.515625,ok
BoT_IoT,LDA,42,7729,2024,6,0.9969947097746739,99.91765480895916,99.79166666666669,99.75296442687747,0.04940711462450593,99.79207970174193,99.75345419178883,99.79171803490856,99.75302533783622,99.99627976190476,99.99558865047995,99.99697916666665,100.0,0.09146595001220703,0.0038030147552490234,0.0029129981994628906,333.578125,ok
BoT_IoT,LDA,43,7729,2024,6,0.9957916456130566,99.88471673254283,99.70833333333333,99.65415019762845,0.0691699604743083,99.70843567772297,99.65427155461224,99.70833287760344,99.6541496572373,99.99448378489326,99.99345903347027,99.99552083333333,100.0,0.10837721824645996,0.0037369728088378906,0.0004596710205078125,334.75,ok
BoT_IoT,LDA,44,7729,2024,6,0.9963925855513308,99.90118577075098,99.75,99.70355731225297,0.05928853754940712,99.75,99.70355731225297,99.75,99.70355731225297,99.99661330049263,99.99598415078175,99.99725000000001,100.0,0.10300111770629883,0.003551006317138672,0.0003731250762939453,335.75,ok
BoT_IoT,LDA,45,7729,2024,6,0.9934132609994747,99.81884057971014,99.54166666666667,99.45652173913044,0.10869565217391304,99.55393349553935,99.47106738601502,99.54317524852264,99.45831057137072,99.99951252052544,99.99942196109738,99.99960416666667,100.0,0.10658979415893555,0.0036721229553222656,0.0003781318664550781,335.8125,ok
BoT_IoT,LDA,46,7729,2024,6,0.9969941174531445,99.91765480895916,99.79166666666669,99.75296442687747,0.04940711462450593,99.79176953189291,99.75308640145406,99.79166634114533,99.75296404088378,99.99653633004927,99.99589288148134,99.9971875,100.0,0.10441088676452637,0.0035169124603271484,0.00037097930908203125,338.625,ok
BoT_IoT,LGBM,42,7729,2024,6,0.9987978252132764,99.96706192358367,99.91666666666667,99.90118577075098,0.019762845849802372,99.9167705735661,99.90130898051314,99.91666660156238,99.90118569355224,99.9999486863711,99.99993915379972,99.99995833333332,100.0,0.09081602096557617,2.6952528953552246,0.01795196533203125,395.484375,ok
BoT_IoT,LGBM,43,7729,2024,6,0.9969941174531445,99.91765480895916,99.79166666666669,99.75296442687747,0.04940711462450593,99.79176953189291,99.75308640145404,99.79166634114533,99.75296404088378,99.9996921182266,99.99963492279834,99.99974999999999,100.0,0.09763717651367188,2.730998992919922,0.011858224868774414,400.953125,ok
BoT_IoT,LGBM,44,7729,2024,6,1.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0897221565246582,2.655895948410034,0.012412071228027344,401.34375,ok
BoT_IoT,LGBM,45,7729,2024,6,1.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.08332204818725586,2.6564698219299316,0.011757135391235352,401.46875,ok
BoT_IoT,LGBM,46,7729,2024,6,0.9981971823291592,99.95059288537549,99.87499999999999,99.85177865612648,0.02964426877470356,99.87531172069825,99.85214828541295,99.87499960888488,99.8517781923536,99.99992302955664,99.99990873069959,99.9999375,100.0,0.08692312240600586,2.648343086242676,0.012131690979003906,401.5625,ok
BoT_IoT,MLP,42,7729,2024,6,0.9975956497124204,99.93412384716733,99.83333333333334,99.80237154150198,0.039525691699604744,99.83354062629559,99.80261734343348,99.83333307291625,99.80237123270702,99.99391933497537,99.99278972526723,99.99495833333333,100.0,0.08678603172302246,0.30922627449035645,0.0008327960968017578,401.875,ok
BoT_IoT,MLP,43,7729,2024,6,0.9909925394917245,99.75296442687747,99.30952380952381,99.2588932806324,0.14822134387351776,99.33808679375402,99.26428398842481,99.3214675378391,99.25905196114164,99.99055829228243,99.98880429914912,99.99213541666666,100.0,0.08484768867492676,0.3128800392150879,0.0008230209350585938,401.90625,ok
BoT_IoT,MLP,44,7729,2024,6,0.9969973333861517,99.91765480895916,99.79166666666669,99.75296442687747,0.04940711462450593,99.67046515484688,99.75527809984959,99.72986186543964,99.75323708090168,99.99983165528764,99.9998545562318,99.99985416666667,99.99945175438596,0.08492112159729004,0.3362858295440674,0.0008418560028076172,401.921875,ok
BoT_IoT,MLP,45,7729,2024,6,0.9981965892932324,99.95059288537549,99.83333333333334,99.85177865612648,0.02964426877470356,99.83343724023274,99.85190186588864,99.83333326822907,99.85177857892774,99.99966331057529,99.99970911246359,99.99958333333333,99.99890350877193,0.08450102806091309,0.31098294258117676,0.0008330345153808594,401.9375,ok
BoT_IoT,MLP,46,7729,2024,6,0.9951916186423342,99.86824769433466,99.63392857142857,99.60474308300395,0.07905138339920949,99.58498193584008,99.60571958893101,99.60888377097629,99.60484048403903,99.99810702222511,99.99778244955615,99.99826488095238,99.99972587719299,0.08377718925476074,0.29480910301208496,0.0008308887481689453,401.9375,ok
BoT_IoT,NC,42,7729,2024,6,0.8961733627728882,97.08498023715416,89.88988095238093,91.25494071146245,1.7490118577075098,93.83209653914874,92.68628048120404,91.11630548457136,91.32696092800732,99.9840671182266,99.98110725481415,99.9870625,100.0,0.09070324897766113,0.0009779930114746094,0.0023849010467529297,371.59375,ok
BoT_IoT,NC,43,7729,2024,6,0.8915321204308474,96.95322793148881,89.29761904761905,90.8596837944664,1.8280632411067192,93.51477432234557,92.38213625251444,90.55434149168096,90.90405772214979,99.95712746305418,99.949162999669,99.96518750000001,100.0,0.09130978584289551,0.0010089874267578125,0.0017070770263671875,371.640625,ok
BoT_IoT,NC,44,7729,2024,6,0.9014968584171738,97.24967061923584,91.03273809523809,91.7490118577075,1.6501976284584978,93.55238767382366,92.76389959685804,91.88486443827954,91.84223125178312,99.98475985221674,99.98192867851789,99.987625,100.0,0.09098005294799805,0.0009851455688476562,0.0015721321105957031,371.6875,ok
BoT_IoT,NC,45,7729,2024,6,0.8973420056990223,97.13438735177866,90.70833333333333,91.40316205533597,1.7193675889328064,93.49663940326028,92.46816745625544,91.65952268672801,91.50057891605576,99.98429802955667,99.98138106271539,99.98724999999999,100.0,0.09144306182861328,0.000978231430053711,0.001605987548828125,371.703125,ok
BoT_IoT,NC,46,7729,2024,6,0.8935881933591256,97.01910408432147,89.76785714285714,91.05731225296442,1.7885375494071147,93.1884271811886,92.42977582040201,90.90379517646743,91.20145592501366,99.98654300082102,99.9840430839775,99.98907291666667,100.0,0.09028792381286621,0.0009658336639404297,0.0016260147094726562,371.71875,ok
BoT_IoT,NuSVC,42,7729,2024,6,0.9483234119686459,98.56719367588933,96.23511904761905,95.70158102766798,0.8596837944664032,96.66071428571428,96.04037267080744,96.342147769964,95.74601365938244,,,,,0.10456490516662598,0.6008412837982178,0.17040395736694336,368.3125,ok
BoT_IoT,NuSVC,43,7729,2024,6,0.9392850886111145,98.3201581027668,95.50297619047619,94.96047430830039,1.0079051383399211,95.87134436311962,95.25184482913718,95.57867224306027,94.97867368584104,,,,,0.09525489807128906,0.5888938903808594,0.16981101036071777,370.25,ok
BoT_IoT,NuSVC,44,7729,2024,6,0.9492820304023665,98.60013175230566,96.22619047619048,95.800395256917,0.8399209486166008,96.47647293901113,96.0195331292622,96.28625544908361,95.83297274931661,,,,,0.08294200897216797,0.5975949764251709,0.16876721382141113,370.46875,ok
BoT_IoT,NuSVC,45,7729,2024,6,0.9411786317812529,98.36956521739131,95.50297619047619,95.1086956521739,0.9782608695652175,96.09899719456457,95.52402350295714,95.68531464909903,95.1805389359106,,,,,0.0832359790802002,0.5910589694976807,0.16669988632202148,370.546875,ok
BoT_IoT,NuSVC,46,7729,2024,6,0.945970099372449,98.50131752305666,95.97023809523809,95.50395256916995,0.8992094861660079,96.34544696188848,95.81329170528787,96.03460571135406,95.51431457980406,,,,,0.08760190010070801,0.5979602336883545,0.165985107421875,370.90625,ok
BoT_IoT,RNC,42,7729,2024,6,0.9460720610627112,98.48484848484848,93.89880952380952,95.45454545454545,0.9090909090909091,96.88346883468833,96.30450849963044,94.96954014577508,95.52693245414555,96.47731937602627,97.16748768472905,96.33928571428572,88.75,0.09003305435180664,0.000308990478515625,0.018889904022216797,381.171875,ok
BoT_IoT,RNC,43,7729,2024,6,0.945491292298565,98.46837944664031,94.17261904761905,95.40513833992095,0.9189723320158103,96.85598377281947,96.27191751717724,95.14574726293424,95.51002210227522,96.60909277504105,97.13669950738915,96.50357142857143,90.25,0.09107518196105957,0.0003452301025390625,0.018414020538330078,381.578125,ok
BoT_IoT,RNC,44,7729,2024,6,0.9529554977336251,98.68247694334651,95.03869047619048,96.04743083003953,0.7905138339920948,97.22222222222223,96.70619235836628,95.86299655284493,96.13198725650619,97.10883620689654,97.53694581280787,97.02321428571427,92.0,0.0915060043334961,0.0003478527069091797,0.018556833267211914,381.96875,ok
BoT_IoT,RNC,45,7729,2024,6,0.9581146339728405,98.83069828722003,95.42559523809526,96.49209486166008,0.7015810276679842,97.48761500353856,97.0208873559746,96.24527426648677,96.56426837363934,97.34847085385879,97.81403940886699,97.25535714285714,93.25,0.09036707878112793,0.0003447532653808594,0.01889204978942871,382.234375,ok
BoT_IoT,RNC,46,7729,2024,6,0.9374463518707717,98.23781291172595,93.36904761904762,94.71343873517787,1.0573122529644268,96.48257725180804,95.82914298633362,94.50013993653214,94.87970728633192,96.13546798029557,96.70566502463053,96.02142857142856,90.5,0.09123802185058594,0.0003540515899658203,0.01741790771484375,382.328125,ok
BoT_IoT,SAINT,42,7729,2024,6,1.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.12210202217102051,136.4017539024353,0.5053210258483887,786.3125,ok
BoT_IoT,SAINT,43,7729,2024,6,1.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.10347914695739746,136.7591049671173,0.5135951042175293,795.796875,ok
BoT_IoT,SAINT,44,7729,2024,6,1.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.10351181030273438,137.4683051109314,0.5082018375396729,795.796875,ok
BoT_IoT,SAINT,45,7729,2024,6,0.9993990611333203,99.98353096179183,99.95833333333334,99.95059288537549,0.009881422924901186,99.95843724023275,99.95071609513765,99.95833326822905,99.95059280817675,99.99935857963877,99.99923942249654,99.9990669642857,100.0,0.09787917137145996,116.44006395339966,0.3723640441894531,799.328125,ok
BoT_IoT,SAINT,46,7729,2024,6,0.9868781921630967,99.63768115942028,99.01785714285715,98.91304347826086,0.21739130434782608,98.45811706543431,98.98757762047005,98.69999786449756,98.9230052671685,99.97017395320196,99.98161684174147,99.97278125,99.828125,0.10906004905700684,124.17147374153137,0.6006069183349609,799.9375,ok
BoT_IoT,SGD,42,7729,2024,6,0.989796888740279,99.72002635046113,98.99404761904762,99.1600790513834,0.16798418972332016,99.30489827286331,99.17576870299999,99.14343070500693,99.16245674535347,,,,,0.08426284790039062,0.022307157516479492,0.00018095970153808594,370.921875,ok
BoT_IoT,SGD,43,7729,2024,6,0.9909949538520298,99.75296442687747,99.30952380952381,99.2588932806324,0.14822134387351776,99.38240291410482,99.26767143964997,99.34320248584612,99.26018267433145,,,,,0.09033799171447754,0.023176908493041992,0.00022721290588378906,371.09375,ok
BoT_IoT,SGD,44,7729,2024,6,0.9951939572084197,99.86824769433466,99.66666666666667,99.60474308300395,0.07905138339920949,99.6689330587194,99.60743050441036,99.667130225551,99.60529275757037,,,,,0.09496021270751953,0.021960973739624023,0.00019288063049316406,371.140625,ok
BoT_IoT,SGD,45,7729,2024,6,0.9934034301513428,99.81884057971014,99.47619047619048,99.45652173913044,0.10869565217391304,99.54970754584596,99.46605637847348,99.50965960384607,99.45756265614958,,,,,0.09282088279724121,0.019953012466430664,0.00017714500427246094,371.171875,ok
BoT_IoT,SGD,46,7729,2024,6,0.9903939001289018,99.7364953886693,99.2172619047619,99.2094861660079,0.15810276679841898,99.34184460060068,99.21957857778736,99.27655390561769,99.21126753351531,,,,,0.0937657356262207,0.02309393882751465,0.0002231597900390625,371.203125,ok
BoT_IoT,TabNet,42,7729,2024,6,0.9975977199558853,99.93412384716733,99.83333333333334,99.80237154150198,0.039525691699604744,99.75206475871468,99.80384151328826,99.79197631179225,99.80249290309466,99.9995894909688,99.99951323039778,99.99966666666667,100.0,0.08311796188354492,22.23507308959961,0.05839896202087402,466.390625,ok
BoT_IoT,TabNet,43,7729,2024,6,0.9987988649329028,99.96706192358367,99.91666666666667,99.90118577075098,0.019762845849802372,99.83498349834984,99.90216412945642,99.87531016596218,99.90130774993645,99.92529545847377,99.9115800630956,99.92793750000001,99.9983552631579,0.08634686470031738,21.821095943450928,0.05849885940551758,481.25,ok
BoT_IoT,TabNet,44,7729,2024,6,0.9993990272106241,99.98353096179183,99.91666666666667,99.95059288537549,0.009881422924901186,99.95843724023275,99.95071609513765,99.93742158141922,99.95056181259355,99.99936915744821,99.99954992492647,99.99933333333334,99.99698464912281,0.09224390983581543,21.741415977478027,0.056587934494018555,481.28125,ok
BoT_IoT,TabNet,45,7729,2024,6,1.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0864560604095459,21.793543815612793,0.059266090393066406,481.28125,ok
BoT_IoT,TabNet,46,7729,2024,6,0.9993990611333203,99.98353096179183,99.95833333333334,99.95059288537549,0.009881422924901186,99.95843724023275,99.95071609513765,99.95833326822905,99.95059280817675,100.0,100.0,100.0,100.0,0.08830881118774414,21.808236598968506,0.05835700035095215,487.703125,ok
CIC_IoT2023,FTTransformer,42,7640,2000,6,1.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.22060799598693848,104.88357901573181,0.4293839931488037,4692.4375,ok
CIC_IoT2023,FTTransformer,43,7640,2000,6,1.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.1977999210357666,104.44534015655518,0.42343997955322266,4692.4375,ok
CIC_IoT2023,FTTransformer,44,7640,2000,6,1.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.20241308212280273,102.73760104179382,0.4044950008392334,4692.4375,ok
CIC_IoT2023,FTTransformer,45,7640,2000,6,1.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.23469209671020508,100.74078726768494,0.41327691078186035,4692.4375,ok
